Index,ID,Title,Average Score,Standard Deviation,Individual Scores
6214,Rriucj4UmC,Reconstruction of Cortical Surfaces with Spherical Topology from Infant Brain MRI via Recurrent Deformation Learning,3.6666666666666665,1.15,5-3-3
6215,vSBB2nRaoj,Bi-Directional Goal-Conditioning on Single Policy Function for State Space Search,3.6666666666666665,1.15,3-5-3
6216,Trg9qb0d5U,Fantastic DNN-Classifier Identification without Testing Dataset,3.6666666666666665,1.15,3-3-5
6217,SMZGQu6lld,LLM-Prop: Predicting Physical And Electronic Properties of Crystalline Solids From Their Text Descriptions,3.6666666666666665,1.15,3-3-5
6218,hEGcVa1l4I,Efficient Parameter Tuning of Large Protein Language Models for De Novo Protein Design,3.6666666666666665,1.15,3-5-3
6219,lgvOSEMEQS,Lightweight Unsupervised Federated Learning with Pretrained Vision Language Model,3.6666666666666665,1.15,3-5-3
6220,UqEI76CKgO,Amphibian: A Meta-Learner for Rehearsal-Free Fast Online Continual Learning,3.6666666666666665,1.15,3-5-3
6221,0Y26tFG3WF,Inducing Precision in Lagrangian Neural Networks : Proof of concept application on Chaotic systems,3.6666666666666665,1.15,3-3-5
6222,98g9NdJPxm,Theoretically Understanding Data Reconstruction Leakage in Federated Learning,3.6666666666666665,1.15,3-5-3
6223,NTps1DTdLB,Deep Generalized Prediction Set Classifier and Its Theoretical Guarantees,3.6666666666666665,1.15,5-3-3
6224,hR6U3ZcVac,Variational Language Concepts for Interpreting Pretrained Language Models,3.6666666666666665,1.15,3-5-3
6225,uBpSkFGVQU,Depth-Guided Self-Supervised Learning: Seeing the World in 3D,3.6666666666666665,1.15,3-3-5
6226,OMVFYTgj0H,Continual Reinforcement Learning by Reweighting Bellman Targets,3.6666666666666665,1.15,3-5-3
6227,rNvyMAV8Aw,Contextualized Policy Recovery: Modeling and Interpreting Medical Decisions with Adaptive Imitation Learning,3.6666666666666665,1.15,3-3-5
6228,tRfAANZ4ro,RAND: Robustness Aware Norm Decay For Quantized Seq2seq Models,3.6666666666666665,1.15,5-3-3
6229,6EQbYM0CIX,Conditional Generative Modeling for High-dimensional Marked Temporal Point Processes,3.6666666666666665,1.15,3-5-3
6230,6iM2asNCjK,On Robustness-Accuracy Characterization of Large Language Models using Synthetic Datasets,3.6666666666666665,1.15,5-3-3
6231,8oNzf7u5lT,Pylic: Leveraging Source Code for Planning in Structured Environments,3.6666666666666665,1.15,5-3-3
6232,uS85FzjNDR,A Unified Framework for Heterogeneous Semi-supervised Learning,3.6666666666666665,1.15,3-5-3
6233,TdyfmCM8iR,Latent Concept-based Explanation of NLP Models,3.6666666666666665,1.15,3-3-5
6234,BWlSNtViSA,Coupling Fairness and Pruning in a Single Run: a Bi-level Optimization Perspective,3.6666666666666665,1.15,5-3-3
6235,wk77w7DG1N,Evaluating and Improving Generation Consistency of Large Language Models via A Divide-Conquer-Reasoning Approach,3.6666666666666665,1.15,5-3-3
6236,WLOgB6oDnd,KNIFE: Distilling Reasoning Knowledge From Free-Text Rationales,3.6666666666666665,1.15,3-5-3
6237,3RfGSbXUt8,Option Boosting,3.6666666666666665,1.15,5-3-3
6238,9cumTvvlHG,Implicit Chain of Thought Reasoning via Knowledge Distillation,3.6666666666666665,1.15,3-3-5
6239,ledQ1BCrwc,GraphMaker: Can Diffusion Models Generate Large Attributed Graphs?,3.6666666666666665,1.15,3-3-5
6240,3nyovHUr5A,Learning with Instance-Dependent Noisy Labels by Hard Sample Selection with Anchor Hallucination,3.6666666666666665,1.15,3-5-3
6241,iyMixbK9M2,The Extrapolation Power of Implicit Models,3.6666666666666665,1.15,5-3-3
6242,jD1sU2vLOn,Learning Counterfactually Invariant Predictors,3.6666666666666665,1.15,3-5-3
6243,3DdCB6MRvu,3D Tissue Reconstruction and Generation for Single-Cell Spatial Transcriptomics using Neural Radiance Fields,3.6666666666666665,1.15,3-5-3
6244,Vy5aRVSbNo,Looping LOCI: Developing Object Permanence from Videos,3.6666666666666665,1.15,3-3-5
6245,g4I3Wzv3fw,Revisiting the Static Model in Robust Reinforcement Learning,3.6666666666666665,1.15,5-3-3
6246,DAs9X4mCpu,Learning to Count without Annotations,3.6666666666666665,1.15,3-5-3
6247,PtB6l1vNtk,PREDICTING ACCURATE LAGRANGIAN MULTIPLIERS FOR MIXED INTEGER LINEAR PROGRAMS,3.6666666666666665,1.15,3-3-5
6248,o6AN2ZoNw2,Pseudo-Mask and Language: A Simple Recipe for Open-Vocabulary Semantic Segmentation,3.6666666666666665,1.15,5-3-3
6249,PEoBvQWzHo,Dirichlet-based Uncertainty Quantification for Personalized Federated Learning with Improved Posterior Networks,3.6666666666666665,1.15,3-3-5
6250,ghdSJUNlRQ,Bridging Sub-Tasks to Long-Horizon Task in Hierarchical Goal-Based Reinforcement Learning,3.6666666666666665,1.15,3-5-3
6251,iBAWiEjogY,ProteiNexus: Illuminating Protein Pathways through Structural Pre-training,3.6666666666666665,1.15,3-5-3
6252,ngp5jzx5oK,Encoding Speaker-Specific Latent Speech Feature for Speech Synthesis,3.6666666666666665,1.15,3-3-5
6253,BUNkXMwfXL,Why Diffusion Models Are Stable and How to Make Them Faster: An Empirical Investigation and Optimization,3.6666666666666665,1.15,3-3-5
6254,T2ToleSDk6,Learning Constraints from Offline Dataset via Inverse Dual Values Estimation,3.6666666666666665,1.15,5-3-3
6255,sTPBiffbdR,Domain-Agnostic Self-Training for Semi-Supervised Learning,3.6666666666666665,1.15,3-3-5
6256,3wGi5m2YHY,FlowHash: Accelerating Audio Search with Balanced Hashing via Normalizing Flow,3.6666666666666665,1.15,3-5-3
6257,sYv3OMboTF,ExcelFormer: Making Neural Network Excel in Small Tabular Data Prediction,3.6666666666666665,1.15,5-3-3
6258,ouNI9pkf9g,Quantifying Anonymity in Score-Based Generators with Adversarial Fingerprinting,3.6666666666666665,1.15,3-3-5
6259,VJLD9MquPH,Stochastic Gradient Langevin Dynamics Based on Quantization with Increasing Resolution,3.6666666666666665,1.15,3-5-3
6260,gjB7qqPJbv,Benchmarks and Custom Package for Electrical Load Forecasting,3.6666666666666665,1.15,5-3-3
6261,imuVEKaU3b,Noise-guided Unsupervised Outlier Detection,3.6666666666666665,1.15,5-3-3
6262,OEDM8mzbsl,Evaluating Multi-Agent Coordination Abilities in Large Language Models,3.6666666666666665,1.15,3-3-5
6263,gZNB1H5IsQ,Exploring Federated Optimization by Reducing Variance of Adaptive Unbiased Client Sampling,3.6666666666666665,1.15,5-3-3
6264,7NqRDbkizw,DIA: Diffusion based Inverse Network Attack on Collaborative Inference,3.6666666666666665,1.15,3-5-3
6265,esh9JYzmTq,Assessing the Impact of Distribution Shift on Reinforcement Learning Performance,3.6666666666666665,1.15,3-3-5
6266,eqWUGoyUVI,LayerDiff: Exploring Text-guided Multi-layered Composable Image Synthesis via Layer-Collaborative Diffusion Model,3.6666666666666665,1.15,5-3-3
6267,Qs81lLhOor,HGAMLP: A Scalable Training Framework for Heterogeneous Graph Learning,3.6666666666666665,1.15,5-3-3
6268,04ARmqba4z,Adaptive Multi-head Contrastive Learning,3.6666666666666665,1.15,5-3-3
6269,2xYO9oxh0y,DiffSDS: A geometric sequence diffusion model for protein backbone inpainting,3.6666666666666665,1.15,3-5-3
6270,hwIfIl85eB,FusionShot: Boosting Few Shot Learners with Focal-Diversity Optimized Ensemble Method,3.6666666666666665,1.15,3-5-3
6271,tkmO6bXT54,Mining latent labels for imbalance classification: a regrouping perspective,3.6666666666666665,1.15,5-3-3
6272,L9NM2CEol3,Speed Up Federated Learning in Heterogeneous Environment: A Dynamic Tiering Approach,3.6666666666666665,1.15,3-5-3
6273,ogxrdvFdx5,ReLU soothes NTK conditioning and accelerates optimization for wide neural networks,3.6666666666666665,1.15,5-3-3
6274,yCYnKMHX3u,MultiLayerDiffusion: Composing Global Contexts and Local Details in Image Generation,3.6666666666666665,1.15,5-3-3
6275,Ti0kjqFx7D,Editable Graph Neural Network for Node Classifications,3.6666666666666665,1.15,3-5-3
6276,bM6LUC2lec,MSA Generation with Seqs2Seqs Pretraining: Advancing Protein Structure Predictions,3.6666666666666665,1.15,3-3-5
6277,DIHBt1OUli,Partition and Conquer: A Multimodal Autoregressive Model for Time-Aligned and Contextual Modalities,3.6666666666666665,1.15,5-3-3
6278,eEslYpY6Yq,On the Equivalence of Graph Convolution and Mixup,3.6666666666666665,1.15,3-5-3
6279,NoeLQU4J2O,Soon Filter: Advancing Feed-Forward Neural Architectures for Inference at the Edge,3.6666666666666665,1.15,5-3-3
6280,QUkgKycSl3,Is Scale All You Need For Anomaly Detection?,3.6666666666666665,1.15,3-5-3
6281,BC4AUywMow,Zero-Level-Set Encoder for Neural Distance Fields,3.6666666666666665,1.15,5-3-3
6282,U9sHVjidYH,On the Efficiency of Transformers: The Effect of Attention Rank,3.6666666666666665,1.15,3-3-5
6283,fNOewRJLgQ,Ophiuchus: Scalable Modeling of Protein Structures through Hierarchical Coarse-graining SO(3)-Equivariant Autoencoders,3.6666666666666665,1.15,5-3-3
6284,PxL35zAxvT,Test Time Adaptation with Auxiliary Tasks,3.6666666666666665,1.15,3-5-3
6285,w2GFB6FLAs,Asymmetrically Decentralized Federated Learning,3.6666666666666665,1.15,3-5-3
6286,HgndgAbBcR,CNNGEN: A GENERATOR AND BENCHMARK FOR SUSTAINABLE CONVOLUTIONAL NEURAL NETWORK SEARCH,3.6666666666666665,1.15,5-3-3
6287,z01BwvD41e,Leveraging Word Guessing Games to Assess the Intelligence of Large Language Models,3.6666666666666665,1.15,5-3-3
6288,wilJbPvRYv,Are We in (A)Sync?: Guidance for Efficient Federated Learning,3.6666666666666665,1.15,3-3-5
6289,oNlPtI7QfQ,Embed-Search-Align: DNA Sequence Alignment using Transformer models,3.6666666666666665,1.15,5-3-3
6290,8giiPtg6rw,DataFreeShield: Defending Adversarial Attacks without Training Data,3.6666666666666665,1.15,3-3-5
6291,Ao4O1kNK9h,Scaling Properties For Artificial Neural Network Models of the $\textit{C. elegans}$ Nervous System,3.6666666666666665,1.15,3-3-5
6292,KEu5imWGhw,Theory-of-Mind Enhanced Dialogue Generation in Situated Contexts,3.6666666666666665,1.15,3-5-3
6293,um32LhFUaF,Instance-aware 3D Semantic Segmentation powered by Shape Reconstruction and Classification,3.6666666666666665,1.15,5-3-3
6294,QpLuWhiiaH,DiffImpute: Tabular Data Imputation With Denoising Diffusion Probabilistic Model,3.6666666666666665,1.15,3-5-3
6295,mkwOQGaIrQ,"Learning then Leveraging Structures Help with Complex, Compositional, Causal Sequential Tasks in Inverse Reinforcement Learning",3.6666666666666665,1.15,3-5-3
6296,W44kiwovtC,FastDCFlow: Fast and Diverse Counterfactual Explanations Using Normalizing Flows,3.6666666666666665,1.15,3-3-5
6297,QKqWnNkwPL,Self-distillation for diffusion models,3.6666666666666665,1.15,3-3-5
6298,RC2h1WQvPo,Interpretable Latent Distributions Using Space-Filling Curves,3.6666666666666665,1.15,5-3-3
6299,rmFtICfcd8,Regularized KL-Divergence for well-defined function space variational inference in BNNs,3.6666666666666665,1.15,5-3-3
6300,YkRwadXWHd,SignKD: Multi-modal Hierarchical Knowledge Distillation for Continuous Sign Language Recognition,3.6666666666666665,1.15,3-3-5
6301,SerYSFntLh,Multimodal Variational Disentangled  Knowledge Alignment for Cross-domain Recommendation,3.6666666666666665,1.15,3-5-3
6302,nKYTiJhhAu,REDUCR: Robust Data Downsampling Using Class Priority Reweighting,3.6666666666666665,1.15,3-5-3
6303,vvD4ilobth,TCL-VS: Temporal Contrastive Learning for Self-Supervised Video Summarization,3.6666666666666665,1.15,3-5-3
6304,4WRoRL0YKR,Explainable Multi-Objective Model Selection for Time Series Forecasting,3.6666666666666665,1.15,3-3-5
6305,qiOqgphnVL,Democratized Diffusion Language Model,3.6666666666666665,1.15,5-3-3
6306,cP2W2PJtBj,AntifakePrompt: Prompt-Tuned Vision-Language Models are Fake Image Detectors,3.6666666666666665,1.15,5-3-3
6307,gusHSc09zj,Discovering Mixtures of Structural Causal Models from Time Series Data,3.6666666666666665,1.15,3-3-5
6308,gtfJxelOqu,Hierarchy-aware Biased Bound Loss Function for Hierarchical Text Classification,3.6666666666666665,1.15,3-3-5
6309,uI2xBHjgr0,Pink: Unveiling the Power of Referential Comprehension for Multi-modal LLMs,3.6666666666666665,1.15,5-3-3
6310,crP1HxQ5iw,Multi-agent Trajectory Prediction with Scalable Diffusion Transformer,3.6666666666666665,1.15,5-3-3
6311,dumkzmqTmS,FUND-RELATED GRAPH REPRESENTATION FOR MARGINAL EFFECTIVENESS IN MULTI-FACTORS QUANTITATIVE STRATEGY,3.6666666666666665,1.15,3-3-5
6312,QTImFg6MHU,Quantifying Uncertainty in Answers from any Language Model and Enhancing their Trustworthiness,3.6666666666666665,1.15,3-5-3
6313,UCdAfq3oPY,Look-Ahead Selective Plasticity for Continual Learning of Visual Tasks,3.6666666666666665,1.15,3-3-5
6314,eddd0YTCiq,Graph-level Representation Learning with Joint-Embedding Predictive Architectures,3.6666666666666665,1.15,3-3-5
6315,OfPtOAo8sn,vFedSec: Efficient Secure Aggregation for Vertical Federated Learning via Secure Layer,3.6666666666666665,1.15,5-3-3
6316,0fpLLsAynh,Sporadicity in Decentralized Federated Learning: Theory and Algorithm,3.6666666666666665,1.15,5-3-3
6317,vNkUeTUbSQ,Understanding and Controlling a Maze-Solving Policy Network,3.6666666666666665,1.15,3-5-3
6318,Z1Em654CSE,RGB-Event MOT: A Cross-Modal Benchmark for Multi-Object Tracking,3.6666666666666665,1.15,3-3-5
6319,5nEmi3YIz4,ProtoNMF: Turning a Black Box into a Prototype Based Interpretable Model via Non-negative Matrix Factorization,3.6666666666666665,1.15,3-3-5
6320,RlcWvyf5rm,UniBoost: Boost Zero-shot Vision-Language Tasks via Multitask Fine-tuning with Unsupervised Unimodal Pre-training,3.6666666666666665,1.15,3-3-5
6321,kWsJkH1tNi,"Federated Learning, Lessons from Generalization Study: Communicate Less, Learn More",3.6666666666666665,1.15,3-3-5
6322,6LyO8WTVTU,A Teacher-Guided Framework for Graph Representation Learning,3.6666666666666665,1.15,5-3-3
6323,oOjX2hIdWo,Drag View: Generalizable Novel View Synthesis with Unposed Imagery,3.6666666666666665,1.15,3-5-3
6324,3D0mOtnHGR,Preprocessing Enhanced Image Compression for Machine Vision,3.6666666666666665,1.15,5-3-3
6325,4WZNdnwmhk,Parameter-Efficient Fine-Tuning via Partially Decomposable Loss Analysis and Sharing,3.6666666666666665,1.15,3-5-3
6326,yONJt6nFc3,Node Duplication Improves Cold-start Link Prediction,3.6666666666666665,1.15,3-3-5
6327,wTRpjTO3F7,Quantifying Zero-shot Coordination Capability with Behavior Preferring Partners,3.6666666666666665,1.15,3-5-3
6328,aJ581rzuE7,Instruction-following Evaluation through Verbalizer Manipulation,3.6666666666666665,1.15,5-3-3
6329,p5tfWyeQI2,Symbolic equation solving via reinforcement learning,3.6666666666666665,1.15,3-3-5
6330,zdboax4dlK,"Ricci Curvature, Robustness, and Causal Inference on Networked Data",3.6666666666666665,1.15,3-3-5
6331,DluJpvRF69,StyleCL : Latent Dictionary Learning for StyleGAN Without Forgetting,3.6666666666666665,1.15,5-3-3
6332,7gg2PcT4HJ,Hybrid Representation Learning Via Epistemic Graph,3.6666666666666665,1.15,3-3-5
6333,YLDqqxTdj2,Information based explanation methods for deep learning agents -- with applications on large open-source chess models,3.6666666666666665,1.15,5-3-3
6334,LhNZqkuVte,HyperMask: Adaptive Hypernetwork-based Masks for Continual Learning,3.6666666666666665,1.15,3-5-3
6335,ELdsurGvz6,Partitioning-Guided K-Means: Extreme Empty Cluster Resolution for Extreme Model Compression,3.6666666666666665,1.15,3-5-3
6336,keA1Ea7v6p,Federated Learning Empowered by Generative Content,3.6666666666666665,1.15,3-5-3
6337,tQ8gcygV4p,Model-Based Offline Reinforcement Learning with Conservative Bidirectional Rollouts,3.6666666666666665,1.15,3-5-3
6338,7gUmlgc9q0,Towards More Accurate Diffusion Model Acceleration with A Timestep Aligner,3.6666666666666665,1.15,5-3-3
6339,Wg3kLZ6pII,Observation-Guided Diffusion Probabilistic Models,3.6666666666666665,1.15,5-3-3
6340,lIfPlwkBeU,Multi-conditioned Graph Diffusion for Neural Architecture Search,3.6666666666666665,1.15,3-5-3
6341,chA0Zvsc6o,Proto-CLIP: A Vision-Language Prototype Alignment Approach for Few-Shot Learning,3.6666666666666665,1.15,5-3-3
6342,KAseclJyj5,Diverse Offline Imitation Learning,3.6666666666666665,1.15,5-3-3
6343,Wn82BUF7jH,On Accelerating Diffusion-based Molecular Conformation Generation in SE(3)-invariant Space,3.6666666666666665,1.15,3-3-5
6344,WkIsvAqoxA,Dolfin: Diffusion Layout Transformers without Autoencoder,3.6666666666666665,1.15,3-5-3
6345,mz0SkLZbaz,DIVA: A Dirichlet Process Mixtures Based Incremental Deep Clustering Algorithm via Variational Auto-Encoder,3.6666666666666665,1.15,5-3-3
6346,DP5wWg0EiG,Cluster-Learngene: Inheriting Adaptive Clusters for Self-Attention,3.6666666666666665,1.15,5-3-3
6347,UtfesouuLv,AbnormalLog: A Deep Anomaly Detection Method for Log Sequence Data,3.6666666666666665,1.15,5-3-3
6348,ZAgrdEhcr4,Learning Deep Improvement Representation to Accelerate Evolutionary Optimization,3.6666666666666665,1.15,5-3-3
6349,prLvQWc5YH,Tackling Underestimation Bias in Successor Features by Distributional Reinforcement Learning,3.6666666666666665,1.15,5-3-3
6350,tItq3cwzYc,Lightweight Image Classification Network Based on Feature Extraction Network SimpleResUNet and Attention,3.6666666666666665,1.15,5-3-3
6351,1MXQBsHA4Q,Revisiting Supervision for Continual Representation Learning,3.6666666666666665,1.15,5-3-3
6352,P6PPBq8K2B,Diffusion-based Data Generation for Out-of-Distribution Object Detection,3.6666666666666665,1.63,5-3-5-5-3-1
6353,61hDIuox86,Latent Lie Group Representations,3.6666666666666665,2.31,5-1-5
6354,zz61V8bIab,Stochastic Adversarial Networks for Multi-Domain Text Classification,3.6666666666666665,2.31,5-1-5
6355,bQNiz6aid0,Quantum sequential scattering model for quantum state learning,3.6666666666666665,2.31,1-5-5
6356,eQerjHehcM,An Invariant Information Geometric Method for High-dimensional Online Optimization,3.6666666666666665,2.31,5-1-5
6357,zIJFG7wW2d,Agent Instructs Large Language Models to be General Zero-Shot Reasoners,3.6666666666666665,2.31,5-1-5
6358,8S14xeFQAY,Segmenting the Unknown: Discrete Diffusion Models for Non-Deterministic Segmentation,3.6666666666666665,2.31,5-5-1
6359,AN5uo4ByWH,Curve Your Attention: Mixed-Curvature Transformers for Graph Representation Learning,3.6666666666666665,2.31,5-5-1
6360,YRXDl6I3j5,Tall Tales at Different Scales: Evaluating Scaling Trends For Deception in Language Models,3.6666666666666665,2.31,5-1-5
6361,mOFACpjXe2,Listen to Motion: Robustly Learning Correlated Audio-Visual Representations,3.6666666666666665,2.31,1-5-5
6362,2Ed7b52z53,On the Matrix Form of the Quaternion Fourier Transform and Quaternion Convolution,3.6666666666666665,2.31,5-1-5
6363,29pGC6IYaL,Maximizing LLMs Potential: Enhancing Mongolian Chinese Machine Translation with RL Agents and Adversarial Multi Knowledge Distillation,3.6666666666666665,2.31,5-5-1
6364,9tNhV5kTSc,How do agents invest strategically under persistent improvement?,3.6666666666666665,2.31,5-5-1
6365,QRvBXm7WK3,MOESR: MULTI-OBJECTIVE EVOLUTIONARY ALGORITHM FOR IMAGE SUPER-RESOLUTION,3.6666666666666665,2.31,5-1-5
6366,6AtXCnHCFy,FSN: Feature Shift Network for Load-Domain Domain Generalization,3.625,1.19,3-5-3-3-3-3-3-6
6367,TB5THwq1sq,Physics Informed Neurally Constructed ODE Networks (PINeCONes),3.6,1.34,3-3-3-6-3
6368,fjZMGKB2dU,A neuro-symbolic framework for answering conjunctive queries,3.6,1.34,3-3-6-3-3
6369,RE0aibEQ1J,IG-Net: Image-Goal Network for Offline Visual Navigation on A Large-Scale Game Map,3.6,1.34,3-3-3-6-3
6370,hgayrNSbri,Close the Gap: Lightweight Image Captioning via Retrieval Augmentation,3.6,1.34,3-6-3-3-3
6371,4jBL79L5QS,Beyond Shortest-Paths: A Benchmark for Reinforcement Learning on Traffic Engineering,3.6,1.34,3-3-6-3-3
6372,zwcRnM8lD6,MILE: Mutual Information LogDet Estimator,3.6,1.34,3-3-6-3-3
6373,zkE2js9qRe,Binder: Hierarchical Concept Representation through Order Embedding of Binary Vectors,3.6,1.95,3-1-3-6-5
6374,scxDIx6StY,Adaptive Temperature Enhanced Dual-level Hypergraph Contrastive Learning,3.6,1.95,6-5-3-3-1
6375,AwX6ON5A0V,On Gaussian Mixture Models,3.6,1.95,5-1-3-3-6
6376,AOSsLRKQrX,DisFormer: Disentangled Object Representations for Learning Visual Dynamics Via Transformers,3.5,1.0,3-3-5-3
6377,1FWDEIGm33,Large Language Models as superpositions of cultural perspectives,3.5,1.0,5-3-3-3
6378,7Rf2j94H1x,Episode Transformer: Model-based Episodic Reinforcement Learning,3.5,1.0,3-3-5-3
6379,xVoj8AtyQ1,Vision Transformer with Irregular Attention,3.5,1.0,3-3-3-5
6380,Xsrsj3cne4,An Optimization-Based Framework for Adversarial Defence of Graph Neural Networks Via Adaptive Lipschitz Regularization,3.5,1.0,3-3-3-5
6381,PuCno7nwgH,Categorical Features of entities in Recommendation Systems Using Graph Neural Networks,3.5,1.0,5-3-3-3
6382,bUv5gJAAxH,Relating Implicit Bias and Adversarial Attacks through Intrinsic Dimension,3.5,1.0,5-3-3-3
6383,GxrVyYoLSx,Implicit Regularisation in Overparametrized Networks: A Multiscale Analysis of the Fokker-Planck equation,3.5,1.0,5-3-3-3
6384,OFF38XvszP,Slot Structured World Models,3.5,1.0,5-3-3-3
6385,JL42j1BL5h,All Languages Matter: On the Multilingual Safety of Large Language Models,3.5,1.0,3-3-3-5
6386,e5hZmQXHHg,VRAda: A Variance Reduced Adaptive Algorithm for Stochastic Parameter-Agnostic Minimax Optimizations,3.5,1.0,3-3-3-5
6387,w8BL1NShjk,There is More to Graphs than Meets the Eye: Learning Universal Features with Self-supervision,3.5,1.0,5-3-3-3
6388,3POV2mBEVl,Principal Component Analysis for Cross-Sectionally Correlated Pricing Errors,3.5,1.0,3-3-5-3
6389,IAlmvV1pZd,L-MBOP-E: Latent-Model Based Offline Planning with Extrinsic Policy Guided Exploration,3.5,1.0,3-5-3-3
6390,u8zA1a2Vhf,Combine and Compare: Graph Rationale Learning with Conditional Non-Rationale Sampling,3.5,1.0,3-3-3-5
6391,WsIDPBcnCN,Plasticity-Driven Sparsity Training for Deep Reinforcement Learning,3.5,1.0,3-3-3-5
6392,LXiG2WqKXR,STARLING: Self-supervised Training of Text-based Reinforcement Learning Agent with Large Language Models,3.5,1.0,3-3-5-3
6393,qDl4SWrrgg,AdaO2B: Adaptive Online to Batch Conversion for Out-of-Distribution Generalization,3.5,1.0,5-3-3-3
6394,DE7IVrk8Ks,Latent Shattering: Turning Unconditional Pretrained Generators Into Conditional Models By Imposing Latent Structure,3.5,1.0,3-3-3-5
6395,RHRN3zY3IA,A Data-Centric Approach for Financial Large Language Models with Abductive Augmentation Reasoning,3.5,1.0,3-5-3-3
6396,0sO2euxhUQ,Learning Latent Structural Causal Models,3.5,1.0,3-3-3-5
6397,dnaCBAP7X2,An Implicit Watermark Framework for Adversary Identification,3.5,1.0,5-3-3-3
6398,1p4q1cXOX9,Attribute-Enhanced Similarity Ranking for Sparse Link Prediction,3.5,1.0,3-3-3-5
6399,oIwoBDsJJI,Measuring Graph Similarity Using Transfer Cost of Forster Distributions,3.5,1.0,3-3-5-3
6400,Y2SHNI1R55,ABKD: Graph Neural Network Compression with Attention-Based Knowledge Distillation,3.5,1.0,3-3-3-5
6401,ppTAQRu8EJ,Semi-Supervised Learning of Tree-Based Models Using Uncertain Interpretation of Data,3.5,1.0,3-3-5-3
6402,0Ce3c9l7G1,Learning Multi-Agent Communication using Regularized Attention Messages,3.5,1.0,3-3-5-3
6403,ZMuPAOY8Oz,Positional Description Matters for Transformers Arithmetic,3.5,1.0,3-3-3-5
6404,m5xRuGtQEi,Latent Space Simulator for Unveiling Molecular Free Energy Landscapes and Predicting Transition Dynamics,3.5,1.0,3-5-3-3
6405,TgTJvwMEax,Embedding Improves Neural Regularizers for Inverse Problems,3.5,1.0,3-5-3-3
6406,LLrBF8BsUb,RPNet: Robust Non-Interactive Private Inference against Malicious Clients with Adversarial Attacks,3.5,1.0,3-5-3-3
6407,DnkCvB8iXR,Large Language Models Can Design Game-Theoretic Objectives for Multi-Agent Planning,3.5,1.0,3-3-5-3
6408,ueTdErd5Ib,A Discretization Framework for Robust Contextual Stochastic Optimization,3.5,1.0,3-5-3-3
6409,gisAooH2TG,RePLan: Robotic Replanning with Perception and Language Models,3.5,1.0,5-3-3-3
6410,eDhJFIKI6i,UnifiedGT: Exploring the Effective Ingredients of Transformers in Large Graphs,3.5,1.0,3-5-3-3
6411,IP28nY6TJQ,In-Context Learning for Few-Shot Molecular Property Prediction,3.5,1.0,3-3-3-5
6412,lLhEQWQYtb,Parameter Estimation of Long Memory Stochastic Processes with Deep Neural Networks,3.5,1.0,3-3-3-5
6413,Y0wAim2F8A,PrivilegedDreamer: Explicit Imagination of Privileged Information for Adaptation in Uncertain Environments,3.5,1.0,3-3-3-5
6414,uU0Adp7Sfo,Competitive-Collaborative GAN with Performance Guarantee,3.5,1.0,3-3-3-5
6415,tS3gexmfeT,Fusion Token: Enhancing Compression and Efficiency in Language Model Tokenization,3.5,1.0,3-3-5-3
6416,tVU6GuHElo,Minimalist and High-Performance Semantic Segmentation with Plain Vision Transformers,3.5,1.0,3-5-3-3
6417,MtzHEqqUm0,In-Depth Comparison of Regularization Methods For Long-Tailed Learning in Trajectory Prediction,3.5,1.0,5-3-3-3
6418,0TZs6WOs16,Hyperbolic Embeddings in Sequential Self-Attention for Improved Next-Item Recommendations,3.5,1.0,3-3-3-5
6419,iWi2mL8qoc,Multi-Scale Window based Transformer Network for High Quality Image Inpainting,3.5,1.0,3-5-3-3
6420,tzD9HVgeVx,AgentMixer: Multi-Agent Correlated Policy Factorization,3.5,1.0,3-5-3-3
6421,UZS6D7GfP1,Human-in-the-loop Detection of AI-generated Text via Grammatical Patterns,3.5,1.0,3-3-5-3
6422,hpdt0skySQ,Tab2Gan: Utilizing image conversion and Gan inversion for tabular model robustness,3.5,1.0,3-3-3-5
6423,Jk6gGj0kQm,Predicting the Encoding Error of Implicit Neural Representations,3.5,1.0,3-3-3-5
6424,kjZlzuVJF0,Boosting Multi-Agent Reinforcement Learning via Transition-Informed Representations,3.5,1.0,5-3-3-3
6425,O0vy7hHqyU,Fake News Detection via an Adaptive Feature Matching Optimization Framework,3.5,1.0,5-3-3-3
6426,8zJevzvk64,Schrodinger Bridge to Bridge Generative Diffusion Method to Off-Policy Evaluation,3.5,1.0,3-3-3-5
6427,hz2zhaZPXm,Towards Foundation Models for Learning on Tabular Data,3.5,1.0,3-3-3-5
6428,x7LrHqcOyh,DNCs require more planning steps,3.5,1.0,3-3-5-3
6429,RFLZFxoLnE,Modify Training Direction in Function Space to Reduce Generalization Error,3.5,1.0,3-3-3-5
6430,VsqVhrgjCt,Rigid Motion Compensated Compressed Sensing MRI with Untrained Neural Networks,3.5,1.0,3-5-3-3
6431,pogJXugbN8,BAFFLE: A Baseline of Backpropagation-Free Federated Learning,3.5,1.0,3-3-5-3
6432,M2oUA4XBq4,Learning to ignore: Single Source Domain Generalization via Oracle Regularization,3.5,1.0,3-5-3-3
6433,WDQ9ZzsgDL,PromptNER : Prompting For FewShot Named Entity Recognition,3.5,1.0,3-3-5-3
6434,Q9vYgjcvrX,SASS: Self-Alignment with Semi-Supervised Instruction Data Generation,3.5,1.0,3-5-3-3
6435,WTJv0L5QLX,A Geometric Perspective on Diffusion Models,3.5,1.0,5-3-3-3
